dataset,fsn,time,image,saa,tracks
2014b,4609762,2014-03-12T21:22:10.19Z,FUV,1,0
2014b,4609765,2014-03-12T21:22:26.96Z,FUV,1,1
2014b,4609768,2014-03-12T21:22:43.47Z,FUV,1,0
2014b,4609771,2014-03-12T21:23:00.22Z,FUV,1,0
2014b,4609774,2014-03-12T21:23:16.75Z,FUV,1,1
2014b,4609777,2014-03-12T21:23:33.53Z,FUV,1,1
2014b,4609780,2014-03-12T21:23:50.03Z,FUV,1,0
2014b,4609783,2014-03-12T21:24:06.81Z,FUV,1,0
2014b,4609786,2014-03-12T21:24:23.31Z,FUV,1,1
2014b,4609789,2014-03-12T21:24:40.06Z,FUV,1,2
2014b,4609792,2014-03-12T21:24:56.60Z,FUV,1,0
2014b,4609795,2014-03-12T21:25:13.34Z,FUV,1,3
2014b,4609798,2014-03-12T21:25:29.88Z,FUV,1,1
2014b,4609801,2014-03-12T21:25:46.63Z,FUV,1,0
2014b,4609804,2014-03-12T21:26:03.16Z,FUV,1,1
2014b,4609807,2014-03-12T21:26:19.91Z,FUV,1,4
2014b,4609810,2014-03-12T21:26:36.44Z,FUV,1,8
2014b,4609813,2014-03-12T21:26:53.21Z,FUV,1,6
2014b,4609816,2014-03-12T21:27:09.72Z,FUV,1,7
2014b,4609819,2014-03-12T21:27:26.48Z,FUV,1,6
2014b,4609822,2014-03-12T21:27:43.00Z,FUV,1,7
2014b,4609825,2014-03-12T21:27:59.79Z,FUV,1,9
2014b,4609828,2014-03-12T21:28:16.28Z,FUV,1,9
2014b,4609831,2014-03-12T21:28:33.06Z,FUV,1,14
2014b,4609834,2014-03-12T21:28:49.56Z,FUV,1,14
2014b,4609837,2014-03-12T21:29:06.32Z,FUV,1,18
2014b,4609840,2014-03-12T21:29:22.85Z,FUV,1,11
2014b,4609843,2014-03-12T21:29:39.60Z,FUV,1,14
2014b,4609846,2014-03-12T21:29:56.13Z,FUV,1,6
2014b,4609849,2014-03-12T21:30:12.88Z,FUV,1,10
2014b,4609852,2014-03-12T21:30:29.41Z,FUV,1,8
2014b,4609855,2014-03-12T21:30:46.17Z,FUV,1,16
2014b,4609858,2014-03-12T21:31:02.69Z,FUV,1,8
2014b,4609861,2014-03-12T21:31:19.44Z,FUV,1,10
2014b,4609864,2014-03-12T21:31:35.97Z,FUV,1,8
2014b,4609867,2014-03-12T21:31:52.62Z,FUV,1,8
2014b,4609870,2014-03-12T21:32:09.10Z,FUV,1,3
2014b,4609873,2014-03-12T21:32:25.85Z,FUV,1,1
2014b,4609876,2014-03-12T21:32:42.38Z,FUV,1,0
2014b,4609879,2014-03-12T21:32:59.15Z,FUV,1,1
2014b,4609882,2014-03-12T21:33:15.66Z,FUV,1,1
2014b,4609885,2014-03-12T21:33:32.42Z,FUV,1,0
2014b,4609888,2014-03-12T21:33:48.94Z,FUV,1,0
2014b,4609891,2014-03-12T21:34:05.69Z,FUV,1,0
2014b,4609894,2014-03-12T21:34:22.22Z,FUV,1,0
2014b,4609897,2014-03-12T21:34:39.00Z,FUV,1,0
2014b,4609900,2014-03-12T21:34:55.50Z,FUV,0,0
2014b,4609903,2014-03-12T21:35:12.27Z,FUV,0,0
2014b,4609906,2014-03-12T21:35:28.78Z,FUV,0,0
2014b,4609909,2014-03-12T21:35:45.55Z,FUV,0,0
2014b,4609912,2014-03-12T21:36:02.06Z,FUV,0,0
2014b,4609915,2014-03-12T21:36:18.82Z,FUV,0,0
2014b,4609918,2014-03-12T21:36:35.35Z,FUV,0,0
2014b,4609921,2014-03-12T21:36:52.10Z,FUV,0,0
2014b,4609924,2014-03-12T21:37:08.63Z,FUV,0,0
2014b,4609927,2014-03-12T21:37:25.39Z,FUV,0,0
2014b,4609930,2014-03-12T21:37:41.91Z,FUV,0,0
2014b,4609933,2014-03-12T21:37:58.68Z,FUV,0,0
2014b,4609936,2014-03-12T21:38:15.19Z,FUV,0,0
2014b,4609939,2014-03-12T21:38:31.95Z,FUV,0,0
2014b,4609942,2014-03-12T21:38:48.47Z,FUV,0,0
2014b,4609945,2014-03-12T21:39:05.22Z,FUV,0,0
2014b,4609948,2014-03-12T21:39:21.75Z,FUV,0,0
2014b,4609951,2014-03-12T21:39:38.52Z,FUV,0,0
2014b,4609954,2014-03-12T21:39:55.03Z,FUV,0,0
2014b,4609957,2014-03-12T21:40:11.78Z,FUV,0,0
2014b,4609960,2014-03-12T21:40:28.31Z,FUV,0,0
2014b,4609963,2014-03-12T21:40:45.07Z,FUV,0,0
2014b,4609966,2014-03-12T21:41:01.60Z,FUV,0,0
2014b,4609969,2014-03-12T21:41:18.35Z,FUV,0,0
2014b,4609972,2014-03-12T21:41:34.88Z,FUV,0,0
2014b,4609975,2014-03-12T21:41:51.63Z,FUV,0,0
2014b,4609978,2014-03-12T21:42:08.16Z,FUV,0,0
2014b,4609981,2014-03-12T21:42:24.94Z,FUV,0,0
2014b,4609984,2014-03-12T21:42:41.44Z,FUV,0,0
2014b,4609987,2014-03-12T21:42:58.21Z,FUV,0,0
2014b,4609990,2014-03-12T21:43:14.72Z,FUV,0,0
2014b,4609993,2014-03-12T21:43:31.47Z,FUV,0,0
2014b,4609996,2014-03-12T21:43:48.00Z,FUV,0,0
2014b,4609999,2014-03-12T21:44:04.75Z,FUV,0,0
2014b,4610002,2014-03-12T21:44:21.28Z,FUV,0,0
2014b,4610005,2014-03-12T21:44:38.04Z,FUV,0,0
2014b,4610008,2014-03-12T21:44:54.56Z,FUV,0,0
2014b,4610011,2014-03-12T21:45:11.33Z,FUV,0,0
2014b,4610014,2014-03-12T21:45:27.85Z,FUV,0,0
2014b,4610017,2014-03-12T21:45:44.62Z,FUV,0,0
2014b,4610020,2014-03-12T21:46:01.13Z,FUV,0,0
2014b,4610023,2014-03-12T21:46:17.88Z,FUV,0,0
2014b,4610026,2014-03-12T21:46:34.41Z,FUV,0,0
2014b,4610029,2014-03-12T21:46:51.17Z,FUV,0,0
2014b,4610032,2014-03-12T21:47:07.69Z,FUV,0,0
2014b,4610035,2014-03-12T21:47:24.45Z,FUV,0,0
2014b,4610038,2014-03-12T21:47:40.97Z,FUV,0,0
2014b,4610041,2014-03-12T21:47:57.74Z,FUV,0,0
2014b,4610044,2014-03-12T21:48:14.25Z,FUV,0,0
2014b,4610047,2014-03-12T21:48:31.03Z,FUV,0,0
2014b,4610050,2014-03-12T21:48:47.53Z,FUV,0,0
2014b,4610053,2014-03-12T21:49:04.29Z,FUV,0,0
2014b,4610056,2014-03-12T21:49:20.81Z,FUV,0,0
2014b,4610059,2014-03-12T21:49:37.43Z,FUV,0,0
2014b,4610062,2014-03-12T21:49:53.94Z,FUV,0,0
2014b,4610065,2014-03-12T21:50:10.69Z,FUV,0,0
2014b,4610068,2014-03-12T21:50:27.22Z,FUV,0,0
2014b,4610071,2014-03-12T21:50:43.98Z,FUV,0,0
2014b,4610074,2014-03-12T21:51:00.50Z,FUV,0,0
2014b,4610077,2014-03-12T21:51:17.28Z,FUV,0,0
2014b,4610080,2014-03-12T21:51:33.78Z,FUV,0,0
2014b,4610083,2014-03-12T21:51:50.55Z,FUV,0,0
2014b,4610086,2014-03-12T21:52:07.06Z,FUV,0,0
2014b,4610089,2014-03-12T21:52:23.82Z,FUV,0,0
2014b,4610092,2014-03-12T21:52:40.35Z,FUV,0,0
2014b,4610095,2014-03-12T21:52:57.09Z,FUV,0,0
2014b,4610098,2014-03-12T21:53:13.63Z,FUV,0,0
2014b,4610101,2014-03-12T21:53:30.40Z,FUV,0,0
2014b,4610104,2014-03-12T21:53:46.91Z,FUV,0,0
2014b,4610107,2014-03-12T21:54:03.66Z,FUV,0,0
2014b,4610110,2014-03-12T21:54:20.19Z,FUV,0,0
2014b,4610113,2014-03-12T21:54:36.94Z,FUV,0,0
2014b,4610116,2014-03-12T21:54:53.47Z,FUV,0,0
2014b,4610119,2014-03-12T21:55:10.22Z,FUV,0,0
2014b,4610122,2014-03-12T21:55:26.75Z,FUV,0,0
2014b,4610125,2014-03-12T21:55:43.52Z,FUV,0,0
2014b,4610128,2014-03-12T21:56:00.03Z,FUV,0,0
2014b,4610131,2014-03-12T21:56:16.80Z,FUV,0,0
2014b,4610134,2014-03-12T21:56:33.31Z,FUV,0,0
2014b,4610137,2014-03-12T21:56:50.06Z,FUV,0,0
2014b,4610140,2014-03-12T21:57:06.60Z,FUV,0,0
2014b,4610143,2014-03-12T21:57:23.36Z,FUV,0,0
2014b,4610146,2014-03-12T21:57:39.88Z,FUV,0,0
2014b,4610149,2014-03-12T21:57:56.66Z,FUV,0,0
2014b,4610152,2014-03-12T21:58:13.16Z,FUV,0,0
2014b,4610155,2014-03-12T21:58:29.93Z,FUV,0,0
2014b,4610158,2014-03-12T21:58:46.44Z,FUV,0,0
2014b,4610161,2014-03-12T21:59:03.20Z,FUV,0,0
2014b,4610164,2014-03-12T21:59:19.72Z,FUV,0,0
2014b,4610167,2014-03-12T21:59:36.48Z,FUV,0,0
2014b,4610170,2014-03-12T21:59:53.00Z,FUV,0,0
2014b,4610173,2014-03-12T22:00:09.77Z,FUV,0,0
2014b,4610176,2014-03-12T22:00:26.28Z,FUV,0,0
2014b,4610179,2014-03-12T22:00:43.06Z,FUV,0,0
2014b,4610182,2014-03-12T22:00:59.56Z,FUV,0,0
2014b,4610185,2014-03-12T22:01:16.32Z,FUV,0,0
2014b,4610188,2014-03-12T22:01:32.85Z,FUV,0,0
2014b,4610191,2014-03-12T22:01:49.60Z,FUV,0,0
2014b,4610194,2014-03-12T22:02:06.13Z,FUV,0,0
2014b,4610197,2014-03-12T22:02:22.89Z,FUV,0,0
2014b,4610200,2014-03-12T22:02:39.41Z,FUV,0,0
2014b,4610203,2014-03-12T22:02:56.18Z,FUV,0,0
2014b,4610206,2014-03-12T22:03:12.69Z,FUV,0,0
2014b,4610209,2014-03-12T22:03:29.44Z,FUV,0,0
2014b,4610212,2014-03-12T22:03:45.97Z,FUV,0,0
